frequency1,frequency2,frequency3,aux1,aux2,aux3,dual1,dual2,dual3,max_freq,capacity,request1,anomaly
2.021003765,2.721156751,1.557501085,2.02137307,2.721710708,1.558424347,1.705044605,2.557566908,4.262611513,10,20,2,0
2.021026291,2.721408597,1.55754569,2.021341722,2.721881742,1.558334266,1.704729175,2.557093762,4.261822937,10,20,2,0
2.021045526,2.721623686,1.557583784,2.021314945,2.722027815,1.558257333,1.704459755,2.556689633,4.261149388,10,20,2,0
2.02106195,2.721807388,1.557616318,2.021292073,2.722152573,1.558191627,1.704229632,2.556344448,4.26057408,10,20,2,0
2.021075975,2.721964287,1.557644105,2.021272536,2.722259129,1.558135508,1.704033071,2.556049606,4.260082677,10,20,2,0
2.021087953,2.722098297,1.557667838,2.021255848,2.72235014,1.558087577,1.703865175,2.555797763,4.259662938,10,20,2,0
2.021098182,2.722212758,1.557688109,2.021241593,2.722427875,1.558046638,1.703721764,2.555582646,4.25930441,10,20,2,0
2.021106918,2.722310524,1.557705424,2.021229416,2.722494272,1.55801167,1.703599265,2.555398898,4.258998163,10,20,2,0
2.021114379,2.722394031,1.557720213,2.021219015,2.722550985,1.557981803,1.703494629,2.555241944,4.258736573,10,20,2,0
2.021120751,2.722465359,1.557732845,2.02121013,2.722599427,1.557956292,1.703405251,2.555107876,4.258513127,10,20,2,0
2.021126194,2.722526285,1.557743635,2.02120254,2.722640804,1.557934501,1.703328904,2.554993357,4.258322261,10,20,2,0
2.021130873,2.722578337,1.557752807,2.021196095,2.72267617,1.55791586,1.703263683,2.554895524,4.258159207,10,20,2,0
2.021134883,2.722622814,1.557760625,2.021190603,2.722706393,1.557899923,1.703207964,2.554811945,4.258019909,10,20,2,0
2.021138309,2.722660814,1.557767305,2.02118591,2.722732215,1.557886307,1.703160363,2.554740544,4.257900907,10,20,2,0
2.021141236,2.722693278,1.557773011,2.021181901,2.722754276,1.557874674,1.703119698,2.554679546,4.257799244,10,20,2,0
2.021143736,2.722721011,1.557777887,2.021178476,2.722773121,1.557864737,1.703084958,2.554627436,4.257712394,10,20,2,0
2.021145871,2.722744704,1.557782052,2.021175549,2.722789221,1.557856248,1.703055279,2.554582919,4.257638199,10,20,2,0
2.021147695,2.722764944,1.557785611,2.021173049,2.722802975,1.557848995,1.703029926,2.554544888,4.257574814,10,20,2,0
2.021149253,2.722782235,1.557788651,2.021170913,2.722814725,1.5578428,1.703008266,2.554512399,4.257520665,10,20,2,0
2.021150584,2.722797007,1.557791248,2.021169088,2.722824762,1.557837507,1.702989762,2.554484643,4.257474406,10,20,2,0
2.021151721,2.722809626,1.557793467,2.021167529,2.722833337,1.557832986,1.702973955,2.554460932,4.257434887,10,20,2,0
2.021152693,2.722820406,1.557795363,2.021166197,2.722840663,1.557829124,1.70296045,2.554440675,4.257401126,10,20,2,0
2.021153523,2.722829616,1.557796982,2.021165059,2.722846921,1.557825824,1.702948914,2.55442337,4.257372284,10,20,2,0
2.021154231,2.722837484,1.557798366,2.021164087,2.722852267,1.557823005,1.702939058,2.554408587,4.257347645,10,20,2,0
2.021154837,2.722844205,1.557799548,2.021163257,2.722856834,1.557820597,1.702930638,2.554395957,4.257326596,10,20,2,0
2.021155354,2.722849947,1.557800557,2.021162547,2.722860736,1.55781854,1.702923445,2.554385168,4.257308613,10,20,2,0
2.021155796,2.722854852,1.55780142,2.021161941,2.722864069,1.557816782,1.702917301,2.554375951,4.257293251,10,20,2,0
2.021156174,2.722859043,1.557802157,2.021161423,2.722866917,1.557815281,1.702912051,2.554368077,4.257280128,10,20,2,0
2.021156496,2.722862623,1.557802787,2.021160981,2.722869349,1.557813998,1.702907567,2.55436135,4.257268916,10,20,2,0
2.021156772,2.722865681,1.557803324,2.021160603,2.722871428,1.557812902,1.702903735,2.554355603,4.257259338,10,20,2,0
2.021157007,2.722868294,1.557803784,2.02116028,2.722873203,1.557811966,1.702900462,2.554350694,4.257251156,10,20,2,0
2.021157208,2.722870526,1.557804176,2.021160004,2.72287472,1.557811166,1.702897666,2.5543465,4.257244166,10,20,2,0
2.02115738,2.722872432,1.557804512,2.021159769,2.722876015,1.557810483,1.702895278,2.554342917,4.257238194,10,20,2,0
2.021157527,2.722874061,1.557804798,2.021159567,2.722877122,1.5578099,1.702893237,2.554339856,4.257233093,10,20,2,0
2.021157652,2.722875453,1.557805043,2.021159395,2.722878068,1.557809401,1.702891494,2.554337241,4.257228735,10,20,2,0
2.021157759,2.722876642,1.557805252,2.021159249,2.722878876,1.557808975,1.702890005,2.554335007,4.257225011,10,20,2,0
2.021157851,2.722877657,1.557805431,2.021159123,2.722879566,1.557808611,1.702888732,2.554333098,4.257221831,10,20,2,0
2.021157929,2.722878525,1.557805583,2.021159016,2.722880155,1.5578083,1.702887645,2.554331468,4.257219113,10,20,2,0
2.021157996,2.722879266,1.557805714,2.021158924,2.722880659,1.557808035,1.702886717,2.554330075,4.257216792,10,20,2,0
2.021158053,2.722879899,1.557805825,2.021158846,2.722881089,1.557807808,1.702885924,2.554328885,4.257214809,10,20,2,0
2.021158101,2.72288044,1.55780592,2.021158779,2.722881457,1.557807614,1.702885246,2.554327869,4.257213115,10,20,2,0
2.021158143,2.722880903,1.557806001,2.021158722,2.722881771,1.557807449,1.702884667,2.554327001,4.257211668,10,20,2,0
2.021158178,2.722881297,1.557806071,2.021158673,2.722882039,1.557807307,1.702884172,2.554326259,4.257210431,10,20,2,0
2.021158209,2.722881635,1.55780613,2.021158632,2.722882268,1.557807186,1.70288375,2.554325625,4.257209375,10,20,2,0
2.021158235,2.722881923,1.557806181,2.021158596,2.722882464,1.557807083,1.702883389,2.554325084,4.257208473,10,20,2,0
2.021158257,2.722882169,1.557806224,2.021158565,2.722882631,1.557806995,1.702883081,2.554324621,4.257207702,10,20,2,0
2.021158276,2.722882379,1.557806261,2.02115854,2.722882774,1.55780692,1.702882817,2.554324226,4.257207043,10,20,2,0
2.021158292,2.722882559,1.557806293,2.021158517,2.722882896,1.557806855,1.702882592,2.554323888,4.25720648,10,20,2,0
2.021158306,2.722882712,1.55780632,2.021158498,2.722883001,1.5578068,1.7028824,2.5543236,4.257206,10,20,2,0
2.021158318,2.722882843,1.557806343,2.021158482,2.72288309,1.557806753,1.702882236,2.554323354,4.257205589,10,20,2,0
2.021158328,2.722882955,1.557806362,2.021158468,2.722883166,1.557806713,1.702882095,2.554323143,4.257205239,10,20,2,0
2.021158337,2.722883051,1.557806379,2.021158457,2.722883231,1.557806679,1.702881976,2.554322963,4.257204939,10,20,2,0
2.021158344,2.722883133,1.557806394,2.021158446,2.722883286,1.55780665,1.702881873,2.55432281,4.257204683,10,20,2,0
2.02115835,2.722883203,1.557806406,2.021158438,2.722883334,1.557806625,1.702881786,2.554322678,4.257204464,10,20,2,0
2.021158356,2.722883262,1.557806416,2.021158431,2.722883374,1.557806603,1.702881711,2.554322566,4.257204277,10,20,2,0
2.02115836,2.722883313,1.557806425,2.021158424,2.722883409,1.557806585,1.702881647,2.554322471,4.257204118,10,20,2,0
2.021158364,2.722883357,1.557806433,2.021158419,2.722883439,1.557806569,1.702881593,2.554322389,4.257203981,10,20,2,0
2.021158368,2.722883394,1.55780644,2.021158414,2.722883464,1.557806556,1.702881546,2.554322319,4.257203865,10,20,2,0
2.02115837,2.722883426,1.557806445,2.02115841,2.722883485,1.557806545,1.702881506,2.554322259,4.257203765,10,20,2,0
2.021158373,2.722883453,1.55780645,2.021158407,2.722883504,1.557806535,1.702881472,2.554322208,4.25720368,10,20,2,0
2.021158375,2.722883476,1.557806454,2.021158404,2.72288352,1.557806527,1.702881443,2.554322165,4.257203608,10,20,2,0
2.021158377,2.722883496,1.557806457,2.021158402,2.722883533,1.557806519,1.702881418,2.554322127,4.257203546,10,20,2,0
2.021158378,2.722883513,1.55780646,2.021158399,2.722883545,1.557806513,1.702881397,2.554322096,4.257203493,10,20,2,0
2.02115838,2.722883527,1.557806463,2.021158398,2.722883555,1.557806508,1.702881379,2.554322068,4.257203447,10,20,2,0
2.021158381,2.72288354,1.557806465,2.021158396,2.722883563,1.557806504,1.702881363,2.554322045,4.257203409,10,20,2,0
2.021158382,2.72288355,1.557806467,2.021158395,2.72288357,1.5578065,1.70288135,2.554322025,4.257203376,10,20,2,0
2.021158382,2.722883559,1.557806469,2.021158394,2.722883576,1.557806497,1.702881339,2.554322008,4.257203347,10,20,2,0
2.021158383,2.722883567,1.55780647,2.021158393,2.722883581,1.557806494,1.702881329,2.554321994,4.257203323,10,20,2,0
2.021158384,2.722883574,1.557806471,2.021158392,2.722883586,1.557806492,1.702881321,2.554321982,4.257203303,10,20,2,0
2.021158384,2.722883579,1.557806472,2.021158391,2.72288359,1.55780649,1.702881314,2.554321971,4.257203285,10,20,2,0
2.021158385,2.722883584,1.557806473,2.021158391,2.722883593,1.557806488,1.702881308,2.554321962,4.25720327,10,20,2,0
2.021158385,2.722883588,1.557806474,2.02115839,2.722883596,1.557806486,1.702881303,2.554321954,4.257203257,10,20,2,0
2.021158385,2.722883592,1.557806474,2.02115839,2.722883598,1.557806485,1.702881299,2.554321948,4.257203246,10,20,2,0
2.021158386,2.722883595,1.557806475,2.02115839,2.7228836,1.557806484,1.702881295,2.554321942,4.257203237,10,20,2,0
2.021158386,2.722883597,1.557806475,2.021158389,2.722883602,1.557806483,1.702881292,2.554321937,4.257203229,10,20,2,0
2.021158386,2.722883599,1.557806476,2.021158389,2.722883603,1.557806482,1.702881289,2.554321933,4.257203222,10,20,2,0
2.021158386,2.722883601,1.557806476,2.021158389,2.722883605,1.557806482,1.702881286,2.55432193,4.257203216,10,20,2,0
2.021158386,2.722883603,1.557806476,2.021158388,2.722883606,1.557806481,1.702881284,2.554321927,4.257203211,10,20,2,0
2.021158386,2.722883604,1.557806477,2.021158388,2.722883607,1.557806481,1.702881283,2.554321924,4.257203207,10,20,2,0
2.021158387,2.722883605,1.557806477,2.021158388,2.722883607,1.55780648,1.702881281,2.554321922,4.257203203,10,20,2,0
2.021158386,2.722883606,1.557806477,2.021158388,2.722883608,1.55780648,1.70288128,2.55432192,4.2572032,10,20,2,0
2.021158387,2.722883607,1.557806477,2.021158388,2.722883609,1.55780648,1.702881279,2.554321918,4.257203197,10,20,2,0
2.021158387,2.722883608,1.557806477,2.021158388,2.722883609,1.557806479,1.702881278,2.554321917,4.257203195,10,20,2,0
2.021158387,2.722883609,1.557806477,2.021158388,2.72288361,1.557806479,1.702881277,2.554321916,4.257203193,10,20,2,0
2.021158387,2.722883609,1.557806477,2.021158387,2.72288361,1.557806479,1.702881277,2.554321915,4.257203192,10,20,2,0
2.021158387,2.722883609,1.557806477,2.021158387,2.72288361,1.557806479,1.702881276,2.554321914,4.25720319,10,20,2,0
0.318208824,2.722853772,1.557809662,0.497470546,2.991746356,2.005963968,1.523619554,2.28542933,3.809048884,10,20,2,1
0.100000076,2.902103391,1.6062829,0.261172453,3.143861957,2.009213844,1.362447176,2.043670764,3.40611794,10,20,2,1
0.100000022,3.033397055,1.627997042,0.234727579,3.235488391,1.964815934,1.227719619,1.841579429,3.069299048,10,20,2,1
0.100000006,3.131303086,1.6435403,0.215178387,3.304070657,1.931486251,1.112541238,1.668811858,2.781353096,10,20,2,1
0.100000039,3.211753109,1.657010892,0.198930888,3.360149382,1.904338015,1.013610389,1.520415584,2.534025973,10,20,2,1
0.100000038,3.279911238,1.668612303,0.185116075,3.407585293,1.881402394,0.928494352,1.392741529,2.321235881,10,20,2,1
0.100000032,3.33828114,1.678579379,0.173276854,3.448196373,1.861771434,0.85521753,1.282826296,2.138043826,10,20,2,1
0.100000003,3.388457241,1.687144301,0.163100359,3.483107775,1.844895191,0.792117174,1.188175761,1.980292936,10,20,2,1
0.100000074,3.431644063,1.694503357,0.154344857,3.513161238,1.830365314,0.737772391,1.106658587,1.844430978,10,20,2,1
0.100000054,3.468833941,1.700835756,0.146806332,3.539043358,1.817851452,0.690966113,1.036449169,1.727415282,10,20,2,1
0.100000025,3.500864716,1.706266272,0.140319733,3.561344277,1.80706554,0.650646405,0.975969608,1.626616013,10,20,2,1
0.100000068,3.528457745,1.710941287,0.13473271,3.580556708,1.797772891,0.615913763,0.923870645,1.539784408,10,20,2,1
0.100000033,3.552228261,1.714965196,0.129920516,3.597108985,1.789766403,0.58599328,0.87898992,1.464983201,10,20,2,1
0.100000016,3.572706367,1.718425262,0.125776571,3.6113712,1.782866651,0.560216725,0.840325087,1.400541812,10,20,2,1
0.100000031,3.590347919,1.721393251,0.122210027,3.623662914,1.776918241,0.538006729,0.807010093,1.345016821,10,20,2,1
0.100000057,3.605550596,1.723966007,0.119132587,3.63424939,1.771797331,0.518874199,0.778311298,1.297185497,10,20,2,1
0.100000098,3.618646001,1.726174814,0.116483663,3.643371348,1.767383726,0.502390634,0.753585951,1.255976586,10,20,2,1
0.100000038,3.629928009,1.72807574,0.114201996,3.651230946,1.763580634,0.488188677,0.732283015,1.220471691,10,20,2,1
0.100000136,3.639649233,1.729711291,0.112236745,3.658004147,1.760302814,0.475952067,0.713928101,1.189880169,10,20,2,1
0.100000069,3.648025098,1.731120243,0.110543404,3.6638401,1.757478579,0.465408733,0.6981131,1.163521833,10,20,2,1
0.100000055,3.655242113,1.732331876,0.109085011,3.668869547,1.755044267,0.456323776,0.684485665,1.140809441,10,20,2,1
0.100000127,3.661460772,1.733372123,0.107829433,3.673204731,1.752945388,0.44849447,0.672741705,1.121236176,10,20,2,1
0.10000017,3.666820196,1.734280225,0.106744273,3.67693635,1.751140481,0.441750368,0.662625552,1.104375919,10,20,2,1
0.100000141,3.671436413,1.735053878,0.105811777,3.680153867,1.749582969,0.435938731,0.653908097,1.089846828,10,20,2,1
0.100000076,3.675414899,1.735723006,0.105007451,3.682925961,1.748241443,0.430931357,0.646397035,1.077328391,10,20,2,1
0.100000007,3.678842975,1.7363,0.104314274,3.685314374,1.747085666,0.42661709,0.639925635,1.066542725,10,20,2,1
0.100000119,3.681795435,1.736784302,0.103720748,3.687376378,1.746085874,0.422896461,0.634344692,1.057241153,10,20,2,1
0.100000159,3.684342788,1.737213827,0.103205537,3.689150855,1.745227272,0.419691083,0.629536625,1.049227708,10,20,2,1
0.100000052,3.686537513,1.737590774,0.102759709,3.690676999,1.744489917,0.416931426,0.625397139,1.042328565,10,20,2,1
0.100000121,3.688426598,1.737908736,0.10237782,3.691993147,1.743852984,0.414553727,0.62183059,1.036384317,10,20,2,1
0.100000005,3.690054175,1.738181854,0.102048858,3.693127453,1.743303985,0.412504874,0.618757312,1.031262186,10,20,2,1
0.100000169,3.691455602,1.738407571,0.101768327,3.694107839,1.742827966,0.410736716,0.616105075,1.026841791,10,20,2,1
0.100000049,3.692667424,1.738619345,0.101521149,3.694949075,1.742422096,0.409215616,0.613823424,1.02303904,10,20,2,1
0.100000131,3.693708004,1.738793158,0.10131118,3.695674578,1.742070781,0.407904567,0.61185685,1.019761417,10,20,2,1
0.100000055,3.694605877,1.738945618,0.101129222,3.696299627,1.741768535,0.4067754,0.6101631,1.0169385,10,20,2,1
0.100000114,3.695378647,1.739072769,0.100973797,3.696839172,1.741506978,0.405801716,0.608702575,1.014504291,10,20,2,1
0.100000083,3.696045502,1.739187122,0.100838384,3.697302953,1.741282874,0.404963415,0.607445123,1.012408539,10,20,2,1
0.1000001,3.696618856,1.739282327,0.100722816,3.69770293,1.741089116,0.4042407,0.60636105,1.01060175,10,20,2,1
0.100000063,3.697113395,1.739365408,0.100622834,3.698047552,1.740922335,0.403617929,0.605426893,1.009044822,10,20,2,1
0.10000016,3.697539557,1.739429669,0.100538721,3.698347399,1.740776072,0.403079368,0.604619051,1.007698419,10,20,2,1
0.100000057,3.697909412,1.739499445,0.100461868,3.69860213,1.740653975,0.402617556,0.603926334,1.00654389,10,20,2,1
0.100000071,3.698225041,1.739553461,0.10039783,3.69882168,1.74054786,0.402219796,0.603329695,1.005549491,10,20,2,1
0.100000092,3.698497011,1.739594847,0.100344015,3.699012896,1.740454656,0.401875873,0.602813809,1.004689682,10,20,2,1
0.100000076,3.698732986,1.739637979,0.100295391,3.699175959,1.740376268,0.401580557,0.602370836,1.003951394,10,20,2,1
0.100000132,3.698934464,1.739669596,0.100255309,3.69931723,1.740307538,0.40132538,0.601988071,1.003313451,10,20,2,1
0.100000105,3.699108897,1.739698091,0.100220244,3.699439106,1.740248439,0.401105241,0.601657862,1.002763103,10,20,2,1
0.100000105,3.699259593,1.739723362,0.1001898,3.699544135,1.740197599,0.400915546,0.60137332,1.002288866,10,20,2,1
0.100000164,3.699389942,1.739744792,0.100163631,3.699635144,1.740153461,0.400752079,0.601128118,1.001880197,10,20,2,1
0.100000055,3.69950167,1.739766838,0.100140091,3.699711725,1.740116929,0.400612043,0.600918064,1.001530106,10,20,2,1
0.100000129,3.699597749,1.739783926,0.10012049,3.699778291,1.740084829,0.400491681,0.600737522,1.001229203,10,20,2,1
0.100000219,3.699679491,1.739791663,0.100105628,3.699837605,1.740055186,0.400386272,0.600579408,1.00096568,10,20,2,1
0.100000036,3.699751869,1.739807314,0.100089918,3.699886691,1.740032018,0.40029639,0.600444585,1.000740975,10,20,2,1
0.10000021,3.699813552,1.739820247,0.10007693,3.699928633,1.740012048,0.40021967,0.600329504,1.000549174,10,20,2,1
0.10000005,3.699866323,1.739827942,0.10006643,3.699965893,1.739993892,0.40015329,0.600229934,1.000383224,10,20,2,1
0.10000003,3.699911147,1.739836234,0.100057153,3.699996831,1.73997904,0.400096167,0.600144251,1.000240418,10,20,2,1
0.100000049,3.699950467,1.739841503,0.100049574,3.700024756,1.739965317,0.400046642,0.600069962,1.000116604,10,20,2,1
0.10000018,3.699984157,1.739837356,0.100045464,3.700052082,1.739950565,0.400001358,0.600002037,1.000003395,10,20,2,1
0.10000021,3.700016199,1.739854,0.100036051,3.700069961,1.739943603,0.399965517,0.599948275,0.999913792,10,20,2,1
0.100000202,3.700038896,1.739840491,0.100036016,3.700092616,1.739930024,0.399929703,0.599894555,0.999824258,10,20,2,1
0.100000127,3.700064914,1.739853982,0.10002829,3.700107158,1.739924389,0.39990154,0.599852311,0.999753851,10,20,2,1
0.100000105,3.70008413,1.739861495,0.100023259,3.700118861,1.73991938,0.399878387,0.59981758,0.999695966,10,20,2,1
0.100000079,3.700100471,1.739867387,0.100019105,3.70012901,1.739914952,0.399859361,0.599789041,0.999648401,10,20,2,1
0.100000057,3.700113286,1.739869281,0.100016564,3.700138046,1.739910547,0.399842854,0.599764281,0.999607135,10,20,2,1
0.100000053,3.700124022,1.739871272,0.100014341,3.700145454,1.739906991,0.399828566,0.599742849,0.999571415,10,20,2,1
0.100000055,3.700133532,1.739872915,0.100012408,3.700152062,1.739903799,0.399816213,0.599724319,0.999540531,10,20,2,1
0.100000042,3.700142556,1.739874719,0.100010498,3.700158239,1.739900858,0.399805757,0.599708636,0.999514393,10,20,2,1
0.100000052,3.700149845,1.739875766,0.10000908,3.700163387,1.739898336,0.399796729,0.599695094,0.999491823,10,20,2,1
1.979893759,3.70015562,1.739876592,1.78201811,3.403342146,1.245187468,0.597672379,0.896508568,1.494180946,10,20,2,0
2.077779258,3.502275323,1.688616569,1.914333609,3.25710685,1.280002447,0.761118027,1.141677041,1.902795069,10,20,2,0
2.075769289,3.371808499,1.66903793,1.938287514,3.165585837,1.325333492,0.898599802,1.347899704,2.246499506,10,20,2,0
2.068411909,3.27256164,1.653307053,1.951514857,3.097216061,1.361064421,1.015496855,1.523245283,2.538742138,10,20,2,0
2.061675384,3.191324144,1.639726989,1.961888113,3.041643238,1.390258812,1.115284126,1.672926189,2.788210314,10,20,2,0
2.055848902,3.122907239,1.628002478,1.970563012,2.994978404,1.414787753,1.200570016,1.800855024,3.00142504,10,20,2,0
2.050843541,3.064710838,1.617923923,1.977925688,2.955334058,1.43562929,1.273487869,1.910231803,3.183719672,10,20,2,0
2.046548049,3.015037421,1.609288744,1.984197939,2.921512256,1.45341347,1.335837979,2.003756968,3.339594946,10,20,2,0
2.042871438,2.972588963,1.601841687,1.98957048,2.892637526,1.468589292,1.389138936,2.083708404,3.472847341,10,20,2,0
2.039735941,2.936318165,1.595495249,1.994162119,2.867957432,1.481560693,1.434712758,2.152069138,3.586781896,10,20,2,0
2.037043768,2.905306179,1.590043211,1.998084708,2.84686759,1.492645562,1.473671818,2.210507726,3.684179544,10,20,2,0
2.034739899,2.878797826,1.585384216,2.001434933,2.828840377,1.502121801,1.506976784,2.260465176,3.767441959,10,20,2,0
2.032767718,2.85613543,1.581410263,2.0042944,2.813425453,1.510226968,1.535450102,2.303175153,3.838625254,10,20,2,0
2.031078751,2.836758668,1.577999637,2.006740241,2.800250903,1.517153362,1.559788612,2.339682918,3.89947153,10,20,2,0
2.029636038,2.820198646,1.57507641,2.008833403,2.788994693,1.523069823,1.580591247,2.37088687,3.951478117,10,20,2,0
2.028421248,2.806063417,1.572678087,2.010609502,2.779345797,1.528148721,1.598402993,2.39760449,3.996007483,10,20,2,0
2.0274125,2.793913001,1.570387743,2.012228146,2.771136471,1.532426859,1.613587347,2.42038102,4.033968367,10,20,2,0
2.026456607,2.783565765,1.568577782,2.013482953,2.764105285,1.536143648,1.626561,2.439841501,4.066402501,10,20,2,0
2.025675621,2.774742594,1.567022917,2.014586483,2.758108888,1.539300074,1.637650138,2.456475206,4.094125344,10,20,2,0
2.025033016,2.76718176,1.565685969,2.015557166,2.752967985,1.541996343,1.647125988,2.470688982,4.11781497,10,20,2,0
2.024478793,2.760752195,1.564522406,2.016382677,2.748608021,1.544282117,1.655222104,2.482833156,4.13805526,10,20,2,0
2.023992895,2.755262935,1.563547337,2.017071248,2.744880465,1.546243221,1.66214375,2.493215625,4.155359375,10,20,2,0
2.023586423,2.750570859,1.562714249,2.017667651,2.741692701,1.547917319,1.668062522,2.502093783,4.170156305,10,20,2,0
2.023241486,2.746557019,1.562001596,2.018180328,2.738965282,1.5493487,1.673123681,2.509685521,4.182809201,10,20,2,0
2.022944664,2.743122591,1.561391789,2.018617504,2.736631851,1.550573888,1.677450841,2.516176261,4.193627102,10,20,2,0
2.02268948,2.740184696,1.560870017,2.018990368,2.734636028,1.551622236,1.681149953,2.52172493,4.202874883,10,20,2,0
2.022470365,2.737672137,1.560423735,2.01930848,2.73292931,1.552519022,1.684311838,2.526467757,4.210779596,10,20,2,0
2.022282293,2.735523657,1.560042197,2.019579843,2.731469983,1.553286073,1.687014288,2.530521432,4.21753572,10,20,2,0
2.022120479,2.733686484,1.559716544,2.019810841,2.730222026,1.553942448,1.689323926,2.53398589,4.223309816,10,20,2,0
2.021981725,2.732115759,1.559438242,2.020007939,2.72915508,1.554503777,1.691297713,2.536946569,4.228244282,10,20,2,0
2.021862831,2.730773022,1.55920042,2.020176156,2.728243009,1.554983732,1.692984388,2.539476582,4.23246097,10,20,2,0
2.021760995,2.72962529,1.558997209,2.020319737,2.727463403,1.555394064,1.694425646,2.541638469,4.236064115,10,20,2,0
2.021673799,2.728644316,1.558823588,2.0204423,2.726797067,1.55574484,1.695657145,2.543485718,4.239142863,10,20,2,0
2.021599158,2.727805924,1.558675261,2.020546927,2.726227577,1.556044683,1.696709377,2.545064065,4.241773442,10,20,2,0
2.021535279,2.727089431,1.558548553,2.020636247,2.725740882,1.556300972,1.697608409,2.546412613,4.244021022,10,20,2,0
2.021480623,2.726477142,1.558440317,2.020712504,2.725324964,1.55652002,1.698376528,2.547564792,4.245941319,10,20,2,0
2.021433866,2.725953925,1.558347866,2.020777612,2.724969543,1.55670723,1.699032783,2.548549174,4.247581956,10,20,2,0
2.021393874,2.72550684,1.558268901,2.020833202,2.724665832,1.55686722,1.699593455,2.549390182,4.248983637,10,20,2,0
2.021359671,2.725124821,1.558201455,2.020880667,2.724406315,1.557003944,1.700072459,2.550108688,4.250181147,10,20,2,0
2.021330425,2.72479841,1.558143849,2.020921198,2.724184569,1.55712078,1.700481686,2.55072253,4.251204216,10,20,2,0
2.021305419,2.724519518,1.558094647,2.020955807,2.7239951,1.557220617,1.700831298,2.551246948,4.252078246,10,20,2,0
2.021284042,2.724281233,1.558052624,2.020985363,2.723833214,1.557305926,1.701129977,2.551694966,4.252824944,10,20,2,0
2.021265767,2.724077646,1.558016731,2.021010602,2.723694899,1.55737882,1.701385142,2.552077713,4.253462855,10,20,2,0
2.021250146,2.723903708,1.557986075,2.021032157,2.723576725,1.557441102,1.701603131,2.552404697,4.254007828,10,20,2,0
2.021236795,2.723755103,1.55795989,2.021050566,2.72347576,1.557494318,1.70178936,2.55268404,4.2544734,10,20,2,0
2.021225384,2.723628142,1.557937524,2.021066288,2.723389499,1.557539785,1.701948455,2.552922683,4.254871139,10,20,2,0
2.021215632,2.723519675,1.557918421,2.021079717,2.723315802,1.557578632,1.702084371,2.553126556,4.255210927,10,20,2,0
2.021207299,2.723427008,1.557902103,2.021091187,2.723252839,1.557611822,1.702200483,2.553300725,4.255501208,10,20,2,0
2.021200178,2.723347839,1.557888164,2.021100983,2.723199048,1.557640178,1.702299678,2.553449516,4.255749194,10,20,2,0
2.021194092,2.723280204,1.557876258,2.021109351,2.723153092,1.557664404,1.702384419,2.553576629,4.255961048,10,20,2,0
2.021188893,2.723222423,1.557866088,2.021116499,2.723113831,1.557685102,1.702456813,2.55368522,4.256142033,10,20,2,0
2.021184451,2.723173059,1.5578574,2.021122604,2.72308029,1.557702784,1.702518659,2.553777989,4.256296649,10,20,2,0
2.021180654,2.723130887,1.557849979,2.02112782,2.723051635,1.557717891,1.702571494,2.553857241,4.256428736,10,20,2,0
2.021177411,2.723094859,1.557843639,2.021132274,2.723027154,1.557730798,1.702616631,2.553924946,4.256541577,10,20,2,0
2.02117464,2.72306408,1.557838224,2.02113608,2.72300624,1.557741824,1.702655191,2.553982786,4.256637977,10,20,2,0
2.021172273,2.723037786,1.557833597,2.021139331,2.722988373,1.557751244,1.702688132,2.554032198,4.256720331,10,20,2,0
2.02117025,2.723015322,1.557829645,2.021142108,2.72297311,1.557759291,1.702716274,2.554074411,4.256790685,10,20,2,0
2.021168522,2.722996132,1.557826269,2.02114448,2.72296007,1.557766166,1.702740315,2.554110473,4.256850788,10,20,2,0
2.021167045,2.722979737,1.557823385,2.021146507,2.72294893,1.557772039,1.702760854,2.55414128,4.256902134,10,20,2,0
2.021165784,2.722965731,1.557820922,2.021148238,2.722939413,1.557777057,1.702778399,2.554167599,4.256945999,10,20,2,0
2.021164706,2.722953766,1.557818817,2.021149717,2.722931282,1.557781344,1.702793389,2.554190083,4.256983472,10,20,2,0
2.021163786,2.722943544,1.557817019,2.02115098,2.722924337,1.557785006,1.702806194,2.554209291,4.257015485,10,20,2,0
2.021162999,2.722934812,1.557815483,2.02115206,2.722918403,1.557788134,1.702817133,2.5542257,4.257042834,10,20,2,0
2.021162327,2.722927352,1.557814171,2.021152982,2.722913334,1.557790807,1.702826479,2.554239718,4.257066197,10,20,2,0
2.021161753,2.722920979,1.55781305,2.021153769,2.722909003,1.55779309,1.702834463,2.554251694,4.257086157,10,20,2,0
2.021161262,2.722915534,1.557812092,2.021154442,2.722905303,1.557795041,1.702841283,2.554261925,4.257103208,10,20,2,0
2.021160844,2.722910883,1.557811274,2.021155017,2.722902143,1.557796707,1.70284711,2.554270665,4.257117775,10,20,2,0
2.021160486,2.72290691,1.557810575,2.021155508,2.722899443,1.557798131,1.702852088,2.554278132,4.257130219,10,20,2,0
2.02116018,2.722903515,1.557809978,2.021155928,2.722897136,1.557799347,1.70285634,2.55428451,4.25714085,10,20,2,0
2.021159919,2.722900615,1.557809468,2.021156286,2.722895166,1.557800386,1.702859973,2.554289959,4.257149932,10,20,2,0
2.021159696,2.722898138,1.557809032,2.021156592,2.722893482,1.557801274,1.702863076,2.554294615,4.257157691,10,20,2,0
